"","Date","Open","High","Low","Close","Volume","OI"
"4622",2024-07-16 05:47:00,24914.1,24914.1,24912,24912,950,350650
"4623",2024-07-16 05:48:00,24913.8,24913.8,24911,24911,250,350650
"4624",2024-07-16 05:49:00,24910.75,24910.75,24905.05,24905.05,100,350775
"4625",2024-07-16 05:50:00,24905.5,24906,24905.5,24906,50,350775
"4626",2024-07-16 05:51:00,24905.5,24906.05,24904.1,24906.05,1000,350800
"4627",2024-07-16 05:52:00,24907.85,24910.4,24907,24909.8,525,350800
"4628",2024-07-16 05:53:00,24906.25,24910.6,24904.25,24904.85,400,350800
"4629",2024-07-16 05:54:00,24905.45,24913.4,24905.45,24906.3,125,350700
"4630",2024-07-16 05:55:00,24908.05,24914.95,24908.05,24914.95,150,350700
"4631",2024-07-16 05:56:00,24915,24915,24915,24915,25,350700
"4632",2024-07-16 05:57:00,24914.15,24914.95,24911,24911,650,350975
"4633",2024-07-16 05:58:00,24911,24915.6,24911,24914.95,275,350975
"4634",2024-07-16 05:59:00,24913.55,24913.55,24913.55,24913.55,50,350975
"4635",2024-07-16 06:00:00,24913.55,24913.55,24913.55,24913.55,0,350975
"4636",2024-07-16 06:01:00,24913.55,24913.55,24913.55,24913.55,25,351125
"4637",2024-07-16 06:02:00,24913.55,24914.9,24909.3,24911.15,225,351125
"4638",2024-07-16 06:03:00,24915,24917.5,24909.25,24909.25,350,351150
"4639",2024-07-16 06:04:00,24907.35,24914.95,24907.35,24908.1,175,351150
"4640",2024-07-16 06:05:00,24908.1,24914,24908.1,24911,250,351150
"4641",2024-07-16 06:06:00,24910.05,24910.05,24910.05,24910.05,25,351150
"4642",2024-07-16 06:07:00,24913.95,24914,24910,24914,225,350900
"4643",2024-07-16 06:08:00,24914.9,24915,24911.35,24915,200,350900
"4644",2024-07-16 06:09:00,24913,24914.95,24910,24910,100,351175
"4645",2024-07-16 06:10:00,24912,24915,24911,24915,1075,351175
"4646",2024-07-16 06:11:00,24915,24915,24911.9,24914.95,125,351175
"4647",2024-07-16 06:12:00,24915,24915,24915,24915,25,351175
"4648",2024-07-16 06:13:00,24914.4,24914.95,24913.85,24913.85,325,351200
"4649",2024-07-16 06:14:00,24913.85,24914.75,24913.85,24914.75,125,351200
"4650",2024-07-16 06:15:00,24911,24911,24911,24911,200,351250
"4651",2024-07-16 06:16:00,24911,24912.7,24911,24912,75,351250
"4652",2024-07-16 06:17:00,24912,24913.8,24911,24911,325,351250
"4653",2024-07-16 06:18:00,24911,24912,24911,24911.05,200,351475
"4654",2024-07-16 06:19:00,24914,24914,24914,24914,50,351475
"4655",2024-07-16 06:20:00,24911.5,24911.5,24911,24911,325,351475
"4656",2024-07-16 06:21:00,24911.5,24911.5,24911,24911,325,351925
"4657",2024-07-16 06:22:00,24911.15,24911.35,24900.05,24900.05,800,351925
"4658",2024-07-16 06:23:00,24904,24904,24900,24900,50,351925
"4659",2024-07-16 06:24:00,24900,24905,24900,24905,200,352150
"4660",2024-07-16 06:25:00,24907.9,24910,24905,24910,125,352150
"4661",2024-07-16 06:26:00,24910,24910,24910,24910,25,352150
"4662",2024-07-16 06:27:00,24910,24911.1,24909.1,24909.1,100,352150
"4663",2024-07-16 06:28:00,24905,24907.3,24903,24907.3,200,352200
"4664",2024-07-16 06:29:00,24907.3,24909.5,24905.3,24908.95,175,352200
"4665",2024-07-16 06:30:00,24905.05,24911.95,24905.05,24911.95,100,352350
"4666",2024-07-16 06:31:00,24912,24914.7,24910.15,24914,1000,352350
"4667",2024-07-16 06:32:00,24912.85,24912.85,24910.05,24910.05,175,352350
"4668",2024-07-16 06:33:00,24911.55,24911.55,24907,24911.55,225,352350
"4669",2024-07-16 06:34:00,24911.55,24911.55,24911.55,24911.55,0,352350
"4670",2024-07-16 06:35:00,24906,24908.7,24903.05,24903.05,250,352450
"4671",2024-07-16 06:36:00,24903.25,24911.5,24903.25,24903.45,375,352450
"4672",2024-07-16 06:37:00,24911.5,24911.5,24905.1,24910.55,175,352375
"4673",2024-07-16 06:38:00,24910.55,24910.55,24910.55,24910.55,25,352375
"4674",2024-07-16 06:39:00,24910.55,24910.55,24910.55,24910.55,0,352375
"4675",2024-07-16 06:40:00,24910,24910.35,24910,24910.35,75,352500
"4676",2024-07-16 06:41:00,24905,24908.25,24903.7,24908.25,200,352500
"4677",2024-07-16 06:42:00,24909,24909,24909,24909,50,352500
"4678",2024-07-16 06:43:00,24907.9,24908.2,24907.9,24908.2,200,352450
"4679",2024-07-16 06:44:00,24908.4,24908.4,24903.05,24903.05,75,352450
"4680",2024-07-16 06:45:00,24903,24903.9,24903,24903.9,125,352450
"4681",2024-07-16 06:46:00,24908.35,24908.95,24902.05,24906.55,425,352725
"4682",2024-07-16 06:47:00,24907.85,24907.85,24900,24900,300,352725
"4683",2024-07-16 06:48:00,24900,24900,24890,24893.95,2650,352725
"4684",2024-07-16 06:49:00,24893.95,24893.95,24893.95,24893.95,0,352725
"4685",2024-07-16 06:50:00,24893.95,24893.95,24893.95,24893.95,25,352375
"4686",2024-07-16 06:51:00,24893.95,24902.25,24893.95,24900,275,352375
"4687",2024-07-16 06:52:00,24900,24900,24892.9,24895,100,352400
"4688",2024-07-16 06:53:00,24900,24905,24900,24905,375,352400
"4689",2024-07-16 06:54:00,24905,24906.75,24905,24906.75,50,352400
"4690",2024-07-16 06:55:00,24905.4,24905.4,24900,24900,50,352350
"4691",2024-07-16 06:56:00,24900,24905,24897.55,24905,450,352350
"4692",2024-07-16 06:57:00,24902.75,24902.75,24894.45,24894.45,100,352350
"4693",2024-07-16 06:58:00,24899,24899,24898,24898,75,352250
"4694",2024-07-16 06:59:00,24898,24900,24898,24899.95,100,352250
"4695",2024-07-16 07:00:00,24897.15,24900,24897.15,24900,75,352250
"4696",2024-07-16 07:01:00,24895,24895,24895,24895,50,352325
"4697",2024-07-16 07:02:00,24895.05,24895.05,24895.05,24895.05,50,352325
"4698",2024-07-16 07:03:00,24897.45,24897.45,24895,24895,400,352325
"4699",2024-07-16 07:04:00,24892.9,24892.9,24886.1,24886.1,700,352350
"4700",2024-07-16 07:05:00,24887.05,24893.45,24887.05,24890,325,352350
"4701",2024-07-16 07:06:00,24890,24890,24890,24890,0,352350
"4702",2024-07-16 07:07:00,24890,24890,24890,24890,0,352350
"4703",2024-07-16 07:08:00,24900,24902.75,24900,24902.75,2550,352175
"4704",2024-07-16 07:09:00,24904,24905.85,24904,24905.85,50,352175
"4705",2024-07-16 07:10:00,24905,24905.5,24902.95,24902.95,400,354550
"4706",2024-07-16 07:11:00,24901.1,24904.15,24900.05,24904.15,125,354550
"4707",2024-07-16 07:12:00,24903,24903,24903,24903,25,354550
"4708",2024-07-16 07:13:00,24900.05,24904.1,24900.05,24900.05,150,354625
"4709",2024-07-16 07:14:00,24903,24906.9,24903,24906.9,575,354625
"4710",2024-07-16 07:15:00,24907,24907,24907,24907,25,354625
"4711",2024-07-16 07:16:00,24907,24907,24907,24907,0,354625
"4712",2024-07-16 07:17:00,24908.95,24909,24908.95,24909,325,354775
"4713",2024-07-16 07:18:00,24909,24909,24906.25,24906.25,300,354775
"4714",2024-07-16 07:19:00,24908.95,24910,24908.95,24909.75,175,355300
"4715",2024-07-16 07:20:00,24904.15,24909.95,24904.15,24904.15,125,355300
"4716",2024-07-16 07:21:00,24904.15,24904.15,24904.15,24904.15,0,355300
"4717",2024-07-16 07:22:00,24908,24908,24905,24905,75,355425
"4718",2024-07-16 07:23:00,24905,24909,24905,24909,100,355425
"4719",2024-07-16 07:24:00,24909,24909,24909,24909,0,355425
"4720",2024-07-16 07:25:00,24908,24908,24908,24908,175,355425
"4721",2024-07-16 07:26:00,24908,24908,24908,24908,0,355425
"4722",2024-07-16 07:27:00,24907.8,24907.8,24907.8,24907.8,50,355275
"4723",2024-07-16 07:28:00,24909,24909.75,24909,24909.75,75,355275
"4724",2024-07-16 07:29:00,24910,24910,24910,24910,75,355275
"4725",2024-07-16 07:30:00,24910,24910,24910,24910,25,355275
"4726",2024-07-16 07:31:00,24910,24910,24910,24910,25,355425
"4727",2024-07-16 07:32:00,24907,24907,24906,24906,475,355425
"4728",2024-07-16 07:33:00,24909.95,24910,24909.95,24910,50,355425
"4729",2024-07-16 07:34:00,24905.4,24905.4,24905.4,24905.4,50,355475
"4730",2024-07-16 07:35:00,24905.3,24905.3,24905.3,24905.3,25,355475
"4731",2024-07-16 07:36:00,24908.25,24909,24908.25,24909,75,355475
"4732",2024-07-16 07:37:00,24905.35,24910,24905,24910,125,355500
"4733",2024-07-16 07:38:00,24905.45,24905.45,24905.45,24905.45,25,355500
"4734",2024-07-16 07:39:00,24908.55,24909.1,24908.3,24908.65,175,355500
"4735",2024-07-16 07:40:00,24908.65,24908.65,24908.65,24908.65,0,355500
"4736",2024-07-16 07:41:00,24907.3,24908.9,24905,24908,325,355700
"4737",2024-07-16 07:42:00,24908,24908,24908,24908,150,355700
"4738",2024-07-16 07:43:00,24908,24908,24908,24908,75,355800
"4739",2024-07-16 07:44:00,24908,24908,24908,24908,0,355800
"4740",2024-07-16 07:45:00,24908,24908,24908,24908,0,355800
"4741",2024-07-16 07:46:00,24909,24910.05,24909,24910.05,325,355825
"4742",2024-07-16 07:47:00,24908.9,24909.45,24908.9,24909.45,150,355825
"4743",2024-07-16 07:48:00,24905,24905,24902,24903.8,650,355825
"4744",2024-07-16 07:49:00,24908,24908,24905.75,24905.75,125,356275
"4745",2024-07-16 07:50:00,24906.15,24906.15,24900.05,24900.05,150,356275
"4746",2024-07-16 07:51:00,24900.05,24900.05,24900,24900,175,356275
"4747",2024-07-16 07:52:00,24900,24900,24899.35,24899.35,200,356275
"4748",2024-07-16 07:53:00,24895.05,24903.55,24895.05,24903.55,900,356275
"4749",2024-07-16 07:54:00,24903.55,24903.55,24903.55,24903.55,0,356275
"4750",2024-07-16 07:55:00,24896,24896,24895,24895.05,650,355925
"4751",2024-07-16 07:56:00,24895.05,24900.25,24895.05,24900.25,125,355925
"4752",2024-07-16 07:57:00,24899.45,24899.5,24895.05,24895.05,100,355925
"4753",2024-07-16 07:58:00,24897,24897,24897,24897,25,355925
"4754",2024-07-16 07:59:00,24897,24897,24896,24896,100,355750
"4755",2024-07-16 08:00:00,24899.7,24899.7,24895,24895,325,355750
"4756",2024-07-16 08:01:00,24895,24897.7,24892,24897.7,575,356100
"4757",2024-07-16 08:02:00,24894.2,24900.3,24891.8,24891.8,275,356100
"4758",2024-07-16 08:03:00,24891.8,24891.8,24891.1,24891.1,750,356100
"4759",2024-07-16 08:04:00,24891,24891,24891,24891,25,356950
"4760",2024-07-16 08:05:00,24894,24894.85,24894,24894.85,100,356950
"4761",2024-07-16 08:06:00,24894.85,24894.85,24894.85,24894.85,0,356950
"4762",2024-07-16 08:07:00,24895.05,24898.75,24895,24895,225,356950
"4763",2024-07-16 08:08:00,24895,24895,24880,24881.2,1275,356950
"4764",2024-07-16 08:09:00,24880,24886.35,24875,24886.35,775,356950
"4765",2024-07-16 08:10:00,24886.35,24886.35,24886.35,24886.35,25,357100
"4766",2024-07-16 08:11:00,24886.9,24886.9,24879.85,24883.15,275,357100
"4767",2024-07-16 08:12:00,24882.6,24885.3,24882.6,24885.3,150,357100
"4768",2024-07-16 08:13:00,24886.55,24886.55,24884.95,24886.25,250,357125
"4769",2024-07-16 08:14:00,24890,24890.9,24884.2,24884.2,200,357125
"4770",2024-07-16 08:15:00,24884.2,24884.2,24884.05,24884.2,275,357125
"4771",2024-07-16 08:16:00,24892.95,24892.95,24892.95,24892.95,100,357125
"4772",2024-07-16 08:17:00,24895,24898.05,24895,24895.45,100,357125
"4773",2024-07-16 08:18:00,24890,24890,24890,24890,50,357125
"4774",2024-07-16 08:19:00,24885,24885.75,24885,24885,125,357150
"4775",2024-07-16 08:20:00,24884.3,24884.3,24880.05,24880.05,75,357150
"4776",2024-07-16 08:21:00,24884.95,24885,24880.1,24885,400,357150
"4777",2024-07-16 08:22:00,24885,24885,24884,24885,400,357225
"4778",2024-07-16 08:23:00,24892.45,24892.45,24892.45,24892.45,25,357225
"4779",2024-07-16 08:24:00,24890.3,24897.95,24890.3,24896.25,100,357225
"4780",2024-07-16 08:25:00,24890.05,24890.05,24890.05,24890.05,25,357400
"4781",2024-07-16 08:26:00,24896.3,24896.3,24896.3,24896.3,25,357400
"4782",2024-07-16 08:27:00,24890.05,24890.05,24890.05,24890.05,25,357400
"4783",2024-07-16 08:28:00,24890,24890,24890,24890,25,357400
"4784",2024-07-16 08:29:00,24886,24888,24886,24888,100,357450
"4785",2024-07-16 08:30:00,24886,24886,24885.7,24885.7,200,357450
"4786",2024-07-16 08:31:00,24887,24887.35,24883,24883,225,357500
"4787",2024-07-16 08:32:00,24883,24889.65,24883,24889.65,175,357500
"4788",2024-07-16 08:33:00,24895.35,24896.75,24895.35,24896.75,50,357500
"4789",2024-07-16 08:34:00,24890,24890,24885.6,24885.6,50,357650
"4790",2024-07-16 08:35:00,24887.75,24889.65,24887.75,24889.15,125,357650
"4791",2024-07-16 08:36:00,24887.85,24887.85,24884,24884,50,357650
"4792",2024-07-16 08:37:00,24884,24884,24884,24884,25,357700
"4793",2024-07-16 08:38:00,24883.7,24883.7,24870,24873.55,1400,357700
"4794",2024-07-16 08:39:00,24875,24875,24870,24871,225,357700
"4795",2024-07-16 08:40:00,24872.85,24872.85,24871.3,24871.3,450,357375
"4796",2024-07-16 08:41:00,24878.15,24878.15,24871.3,24871.3,200,357375
"4797",2024-07-16 08:42:00,24875,24878.2,24873.95,24878.2,275,357375
"4798",2024-07-16 08:43:00,24880,24880,24880,24880,25,357275
"4799",2024-07-16 08:44:00,24883,24883,24880.7,24880.7,50,357275
"4800",2024-07-16 08:45:00,24881.1,24881.1,24881.1,24881.1,25,357275
"4801",2024-07-16 08:46:00,24887.2,24889.85,24887.2,24889.85,225,357300
"4802",2024-07-16 08:47:00,24887.6,24887.6,24883,24883,75,357300
"4803",2024-07-16 08:48:00,24883,24883,24883,24883,0,357300
"4804",2024-07-16 08:49:00,24883,24885.4,24882,24885.4,225,357425
"4805",2024-07-16 08:50:00,24885,24885,24885,24885,25,357425
"4806",2024-07-16 08:51:00,24885,24885,24885,24885,0,357425
"4807",2024-07-16 08:52:00,24890,24890,24890,24890,25,357425
"4808",2024-07-16 08:53:00,24885.4,24886.35,24885.4,24886.35,75,357575
"4809",2024-07-16 08:54:00,24886.35,24886.35,24886.35,24886.35,25,357575
"4810",2024-07-16 08:55:00,24885,24885,24885,24885,25,357575
"4811",2024-07-16 08:56:00,24883,24883,24883,24883,25,357575
"4812",2024-07-16 08:57:00,24883.05,24884.25,24880,24880.5,225,357575
"4813",2024-07-16 08:58:00,24875.55,24875.55,24872.65,24872.65,50,357750
"4814",2024-07-16 08:59:00,24872.8,24872.8,24872.8,24872.8,100,357750
"4815",2024-07-16 09:00:00,24873.5,24879.1,24872.85,24878.15,200,357750
"4816",2024-07-16 09:01:00,24875.3,24876,24872,24876,500,357725
"4817",2024-07-16 09:02:00,24881,24881,24875,24875,50,357725
"4818",2024-07-16 09:03:00,24875.2,24875.2,24866.9,24870,1250,357725
"4819",2024-07-16 09:04:00,24868.25,24872.4,24865,24865,1175,358775
"4820",2024-07-16 09:05:00,24865.75,24878.05,24863.85,24872.05,250,358775
"4821",2024-07-16 09:06:00,24873.9,24882,24872.15,24882,100,358775
"4822",2024-07-16 09:07:00,24882.1,24883.75,24880.05,24883.75,175,358575
"4823",2024-07-16 09:08:00,24880.05,24883.85,24880.05,24880.05,175,358575
"4824",2024-07-16 09:09:00,24879,24879,24879,24879,25,358575
"4825",2024-07-16 09:10:00,24878,24878.05,24878,24878,250,358750
"4826",2024-07-16 09:11:00,24878,24878,24878,24878,325,358750
"4827",2024-07-16 09:12:00,24880,24882.6,24880,24880,250,358750
"4828",2024-07-16 09:13:00,24882.4,24882.4,24880.05,24880.05,125,358400
"4829",2024-07-16 09:14:00,24880.05,24880.1,24880.05,24880.1,50,358400
"4830",2024-07-16 09:15:00,24880.05,24880.05,24880.05,24880.05,100,358400
"4831",2024-07-16 09:16:00,24883,24884.2,24880.05,24884.2,75,358475
"4832",2024-07-16 09:17:00,24880.05,24883.05,24880.05,24882.75,75,358475
"4833",2024-07-16 09:18:00,24882.9,24885,24882.9,24882.9,125,358475
"4834",2024-07-16 09:19:00,24881.8,24881.8,24876.95,24877.65,625,358925
"4835",2024-07-16 09:20:00,24877.65,24882.05,24877.65,24882.05,425,358925
"4836",2024-07-16 09:21:00,24880.3,24882,24879.1,24879.1,300,358925
"4837",2024-07-16 09:22:00,24879.75,24882.15,24879.15,24882.1,400,359700
"4838",2024-07-16 09:23:00,24881.8,24882.3,24880.7,24882.1,425,359700
"4839",2024-07-16 09:24:00,24882.6,24885,24882.1,24885,550,359700
"4840",2024-07-16 09:25:00,24884,24885,24882.45,24882.45,475,360625
"4841",2024-07-16 09:26:00,24883.15,24883.15,24878.05,24882.4,375,360625
"4842",2024-07-16 09:27:00,24882.35,24882.35,24882.35,24882.35,100,360625
"4843",2024-07-16 09:28:00,24882,24882.1,24880.5,24880.5,75,360675
"4844",2024-07-16 09:29:00,24878,24878.1,24876,24876,2850,360675
"4845",2024-07-16 09:30:00,24877.1,24895,24875.15,24895,650,360675
"4846",2024-07-16 09:31:00,24886.2,24894.55,24886.2,24894,100,358150
"4847",2024-07-16 09:32:00,24893.95,24893.95,24892,24892,75,358150
"4848",2024-07-16 09:33:00,24890.55,24897.1,24890.55,24890.6,700,358150
"4849",2024-07-16 09:34:00,24897.25,24900,24896.35,24900,850,358550
"4850",2024-07-16 09:35:00,24900,24909.95,24900,24902.95,1825,358550
"4851",2024-07-16 09:36:00,24905.7,24905.7,24896.4,24896.4,300,358550
"4852",2024-07-16 09:37:00,24895.6,24896.75,24891,24896.1,925,358775
"4853",2024-07-16 09:38:00,24895.85,24895.85,24890.65,24893.65,575,358775
"4854",2024-07-16 09:39:00,24894.4,24895.3,24890.6,24894,650,358775
"4855",2024-07-16 09:40:00,24894,24894,24891,24891,275,360075
"4856",2024-07-16 09:41:00,24890.55,24890.55,24885,24885,325,360075
"4857",2024-07-16 09:42:00,24882,24884.35,24880,24880,2125,360075
"4858",2024-07-16 09:43:00,24880.05,24883.5,24876.4,24878,1250,361050
"4859",2024-07-16 09:44:00,24876.55,24883.1,24876.55,24883.1,850,361050
"4860",2024-07-16 09:45:00,24876.55,24884.1,24875.15,24884.1,175,361050
"4861",2024-07-16 09:46:00,24884.1,24884.1,24875.1,24879.9,500,360675
"4862",2024-07-16 09:47:00,24875.25,24880.4,24875.1,24878.9,225,360675
"4863",2024-07-16 09:48:00,24878.9,24882.15,24877.45,24880.2,200,360675
"4864",2024-07-16 09:49:00,24880.2,24880.2,24877,24877.05,300,360650
"4865",2024-07-16 09:50:00,24877.3,24882.25,24877.3,24882.25,50,360650
"4866",2024-07-16 09:51:00,24880,24884,24880,24884,550,360650
"4867",2024-07-16 09:52:00,24887.65,24888,24887,24888,225,360725
"4868",2024-07-16 09:53:00,24889.15,24890,24885,24889,200,360725
"4869",2024-07-16 09:54:00,24888.5,24893.35,24888.5,24892.95,175,360725
"4870",2024-07-16 09:55:00,24891.25,24891.25,24887,24887,200,361125
"4871",2024-07-16 09:56:00,24885,24885.9,24885,24885,150,361125
"4872",2024-07-16 09:57:00,24885,24886.05,24880.3,24880.3,150,361125
"4873",2024-07-16 09:58:00,24882,24885.95,24880.2,24885,975,361350
"4874",2024-07-16 09:59:00,24883,24884.5,24881,24881.05,800,361350
"4875",2024-07-18 03:45:00,24841,24851,24820,24840,2775,361200
"4876",2024-07-18 03:46:00,24840,24859.1,24839.4,24858.75,1525,361200
"4877",2024-07-18 03:47:00,24860.65,24861.7,24852,24852.05,525,361200
"4878",2024-07-18 03:48:00,24850,24850,24840.05,24843.5,850,361825
"4879",2024-07-18 03:49:00,24841,24845,24839.4,24839.4,975,361825
"4880",2024-07-18 03:50:00,24840.5,24842,24831.1,24833.3,1600,361825
"4881",2024-07-18 03:51:00,24833.2,24833.2,24823.9,24830,2325,361600
"4882",2024-07-18 03:52:00,24830,24830.85,24823,24823,2175,361600
"4883",2024-07-18 03:53:00,24825.65,24830.8,24821,24822.65,1800,361600
"4884",2024-07-18 03:54:00,24821,24824.85,24815,24818.05,2225,362925
"4885",2024-07-18 03:55:00,24817.8,24820.15,24814,24816.85,1525,362925
"4886",2024-07-18 03:56:00,24818.1,24824.3,24817.4,24821,925,362925
"4887",2024-07-18 03:57:00,24820,24824.45,24817.4,24819,675,363025
"4888",2024-07-18 03:58:00,24818.7,24818.85,24809,24811.75,1625,363025
"4889",2024-07-18 03:59:00,24809.05,24812.3,24809,24809.3,775,363025
"4890",2024-07-18 04:00:00,24810,24814.8,24801,24805,3650,363300
"4891",2024-07-18 04:01:00,24801,24804.45,24796.7,24800,3300,363300
"4892",2024-07-18 04:02:00,24800,24804,24798.05,24804,875,363300
"4893",2024-07-18 04:03:00,24804,24806.55,24800.05,24804.85,1300,363650
"4894",2024-07-18 04:04:00,24803.4,24810.85,24801.1,24809.4,1625,363650
"4895",2024-07-18 04:05:00,24810,24810.95,24802.1,24802.1,575,363650
"4896",2024-07-18 04:06:00,24801.1,24805,24800,24805,1450,363125
"4897",2024-07-18 04:07:00,24805,24818.95,24805,24809.75,800,363125
"4898",2024-07-18 04:08:00,24816,24816.85,24815,24816.05,475,363125
"4899",2024-07-18 04:09:00,24816.05,24816.05,24807,24810.65,850,364225
"4900",2024-07-18 04:10:00,24807.05,24809.6,24807.05,24809.6,75,364225
"4901",2024-07-18 04:11:00,24807,24830,24807,24830,900,364225
"4902",2024-07-18 04:12:00,24832.15,24835.85,24821.45,24831.15,6475,366500
"4903",2024-07-18 04:13:00,24823.75,24833.3,24823.7,24833.3,1350,366500
"4904",2024-07-18 04:14:00,24833,24850.6,24833,24850.6,3000,366500
"4905",2024-07-18 04:15:00,24855,24867.95,24848.65,24865,4425,374025
"4906",2024-07-18 04:16:00,24863,24865,24854.85,24865,875,374025
"4907",2024-07-18 04:17:00,24865.85,24885.7,24865.85,24885.7,1300,374025
"4908",2024-07-18 04:18:00,24879.55,24884.95,24874.7,24875,1250,375375
"4909",2024-07-18 04:19:00,24876.8,24915,24876.75,24912.8,3000,375375
"4910",2024-07-18 04:20:00,24918.45,24925,24906.2,24912,2700,375375
"4911",2024-07-18 04:21:00,24911.1,24916.9,24908.2,24910,975,373225
"4912",2024-07-18 04:22:00,24909.5,24917,24909.45,24913.15,1850,373225
"4913",2024-07-18 04:23:00,24910,24918,24910,24918,550,373225
"4914",2024-07-18 04:24:00,24918,24919,24909.5,24912,825,372700
"4915",2024-07-18 04:25:00,24917,24919.9,24907.75,24910,1725,372700
"4916",2024-07-18 04:26:00,24910.85,24913.9,24907.7,24910,2500,372700
"4917",2024-07-18 04:27:00,24905,24910,24902.8,24910,350,373750
"4918",2024-07-18 04:28:00,24905.6,24907.95,24905.6,24905.6,425,373750
"4919",2024-07-18 04:29:00,24905.6,24907.9,24891.5,24897.05,6275,373750
"4920",2024-07-18 04:30:00,24902.7,24907.9,24902.7,24906,175,368300
"4921",2024-07-18 04:31:00,24905,24905,24898.85,24905,3025,368300
"4922",2024-07-18 04:32:00,24900.95,24905,24900.95,24902,175,368300
"4923",2024-07-18 04:33:00,24902,24905,24900,24900,150,368450
"4924",2024-07-18 04:34:00,24904.8,24904.95,24900,24904.95,375,368450
"4925",2024-07-18 04:35:00,24904.95,24910,24899.85,24909,1500,368450
"4926",2024-07-18 04:36:00,24909,24909.95,24901,24901,125,368450
"4927",2024-07-18 04:37:00,24900,24900.45,24900,24900.45,75,368550
"4928",2024-07-18 04:38:00,24897.05,24901,24897.05,24901,50,368550
"4929",2024-07-18 04:39:00,24904.8,24905.75,24900,24905,475,368750
"4930",2024-07-18 04:40:00,24909,24930.25,24909,24930.25,2000,368750
"4931",2024-07-18 04:41:00,24930.25,24939,24925.65,24932.65,2175,368750
"4932",2024-07-18 04:42:00,24926.55,24929.95,24926.55,24926.55,475,368750
"4933",2024-07-18 04:43:00,24919.15,24924.2,24917.1,24917.85,225,369575
"4934",2024-07-18 04:44:00,24918,24923.95,24917.4,24922.1,475,369575
"4935",2024-07-18 04:45:00,24920.95,24921.05,24911.6,24914.15,225,369875
"4936",2024-07-18 04:46:00,24915,24915,24914,24914.1,275,369875
"4937",2024-07-18 04:47:00,24910.05,24918,24910.05,24918,250,369875
"4938",2024-07-18 04:48:00,24918,24920,24915,24915,200,370050
"4939",2024-07-18 04:49:00,24915,24915,24910,24910,150,370050
"4940",2024-07-18 04:50:00,24914.1,24914.1,24911,24911,200,370050
"4941",2024-07-18 04:51:00,24911,24912,24902.55,24904.15,425,370325
"4942",2024-07-18 04:52:00,24906.5,24906.5,24902,24902.05,175,370325
"4943",2024-07-18 04:53:00,24902,24902,24900,24900,100,370325
"4944",2024-07-18 04:54:00,24909.3,24909.3,24909.3,24909.3,25,370325
"4945",2024-07-18 04:55:00,24908.2,24919.1,24908.2,24919.1,175,370450
"4946",2024-07-18 04:56:00,24910.25,24911.6,24910,24910,100,370450
"4947",2024-07-18 04:57:00,24910,24916.7,24909.1,24916.7,500,370375
"4948",2024-07-18 04:58:00,24912,24917.7,24910.75,24912.75,150,370375
"4949",2024-07-18 04:59:00,24911.6,24914.95,24910,24912.9,150,370375
"4950",2024-07-18 05:00:00,24912.9,24912.9,24912.9,24912.9,0,370375
"4951",2024-07-18 05:01:00,24907,24909.95,24907,24909.95,50,370525
"4952",2024-07-18 05:02:00,24909.95,24909.95,24909.95,24909.95,0,370525
"4953",2024-07-18 05:03:00,24906,24906,24905.15,24906,125,370525
"4954",2024-07-18 05:04:00,24905.2,24905.2,24905.2,24905.2,25,370600
"4955",2024-07-18 05:05:00,24910.2,24910.2,24903.6,24908.9,200,370600
"4956",2024-07-18 05:06:00,24908.95,24908.95,24900.6,24900.6,550,370600
"4957",2024-07-18 05:07:00,24905.35,24905.35,24900,24903.65,825,370675
"4958",2024-07-18 05:08:00,24900,24900,24890,24894.7,750,370675
"4959",2024-07-18 05:09:00,24899.85,24899.85,24898.65,24898.65,500,370675
"4960",2024-07-18 05:10:00,24894.7,24895,24893.6,24893.6,200,371050
"4961",2024-07-18 05:11:00,24893.6,24896,24893.6,24896,100,371050
"4962",2024-07-18 05:12:00,24898.75,24906.9,24898.75,24906.85,325,371150
"4963",2024-07-18 05:13:00,24907.6,24920,24901.8,24920,725,371150
"4964",2024-07-18 05:14:00,24919.95,24920.75,24915,24915,650,371150
"4965",2024-07-18 05:15:00,24914.9,24915,24909.45,24915,75,371700
"4966",2024-07-18 05:16:00,24915,24915.6,24907.55,24907.55,775,371700
"4967",2024-07-18 05:17:00,24911,24911,24901.45,24903.55,400,371700
"4968",2024-07-18 05:18:00,24902.65,24902.65,24901.4,24902.65,175,371700
"4969",2024-07-18 05:19:00,24901,24901.7,24890,24890,525,371625
"4970",2024-07-18 05:20:00,24888,24888,24880,24887.95,400,371625
"4971",2024-07-18 05:21:00,24882.7,24887.95,24882.7,24887,175,372275
"4972",2024-07-18 05:22:00,24887.95,24887.95,24884.35,24884.35,150,372275
"4973",2024-07-18 05:23:00,24881,24881.2,24880,24881.2,200,372275
"4974",2024-07-18 05:24:00,24881.2,24881.2,24879,24879,275,372550
"4975",2024-07-18 05:25:00,24875,24875,24871.05,24875,350,372550
"4976",2024-07-18 05:26:00,24880,24882,24880,24882,50,372550
"4977",2024-07-18 05:27:00,24885.3,24894.6,24882,24894.6,150,372550
"4978",2024-07-18 05:28:00,24885,24885,24875,24875,200,372725
"4979",2024-07-18 05:29:00,24870.2,24870.2,24861,24861.35,600,372725
"4980",2024-07-18 05:30:00,24860,24861,24851.9,24857.3,500,372975
